8 1000
100 198
601 1775 60 25

Coordinates
1          -25  -1.5308e-15            0
2          -23  -1.4083e-15            0
3      -24.905  -1.5308e-15       2.1789
4      -24.879      -2.4541            0
5       -24.87       2.5454            0
6      -22.912  -1.4083e-15       2.0046
7      -22.861      -2.5219            0
8      -22.854       2.5853            0
9       -24.62  -1.5308e-15       4.3412
10      -22.651  -1.4083e-15       3.9939
11      -24.472       2.6976       4.3412
12       -24.46      -2.8034       4.3412
13      -24.448      -5.2242            0
14      -22.517      -2.4599       3.9939
15       -23.22      -4.3909       2.4403
16      -22.505        2.563       3.9939
17      -24.387       5.5017            0
18      -22.351      -5.4267            0
19      -22.303       5.6195            0
20      -22.089  -1.4083e-15       6.4107
21      -23.974  -1.5308e-15       7.0871
22       -22.03      -5.2656       3.9939
23      -23.919       5.8324       4.3412
24      -21.953       5.5783       3.9939
25      -23.841      -6.1456       4.3412
26      -21.508      -3.1523        7.077
27      -23.554      -8.3786            0
28      -23.326      -3.3994       7.8403
29      -23.294        3.521       7.9554
30      -21.345         3.06       7.5446
31      -23.384       8.8434            0
32      -21.274      -8.7419            0
33       -21.14       9.0611            0
34      -21.066  -1.4083e-15       9.2321
35      -21.001      -8.4849       3.9939
36      -22.806  -1.5308e-15       10.241
37      -22.769       9.3655       4.3412
38      -20.784       9.0039       3.9939
39      -22.551      -9.8802       4.3412
40      -20.184       7.2043         7.19
41      -21.827      -7.2596       8.5401
42      -19.872      -7.9536       7.0917
43      -21.635       8.8748       7.4103
44      -22.014      -11.849            0
45      -19.622      -3.3818       10.883
46      -21.663       12.479            0
47      -21.167      -3.7578       12.056
48      -19.401      -12.354            0
49      -19.378  -1.4083e-15       12.389
50      -18.893       3.4997       12.003
51      -19.202      -12.014       3.9939
52      -19.126       12.775            0
53        -20.9  -1.5308e-15       13.718
54      -20.542       4.1295       13.027
55      -20.798       13.176       4.3412
56      -18.755       12.701       3.9939
57      -19.943      -11.588        7.574
58      -20.353      -13.853       4.3412
59      -19.628      -15.483            0
60      -16.346      -8.5679       12.244
61      -19.023       16.222            0
62      -16.801  -1.4083e-15       15.708
63      -16.427      -3.5055       15.175
64       -17.46       11.146        11.96
65      -17.541      -8.8427       13.956
66      -16.497      -16.027            0
67       -15.72      -13.938       7.0231
68      -16.395      -15.629       3.9939
69      -15.401       10.702       11.415
70      -17.392       15.503       6.6759
71      -17.671      -3.9681       16.626
72      -18.025  -1.5308e-15       17.323
73      -16.027       16.497            0
74      -17.782       17.028       4.3412
75      -15.629       16.395       3.9939
76      -17.028      -17.782       4.3412
77      -13.938        15.72       7.0231
78      -16.222      -19.023            0
79      -13.581       5.6626       16.983
80      -14.849      -17.434        7.516
81      -15.483       19.628            0
82      -14.618       6.0532       18.764
83      -13.055  -1.4083e-15       18.936
84      -12.775      -19.126            0
85      -12.701      -18.755       3.9939
86      -12.354       19.401            0
87      -11.567      -8.5334       17.065
88      -13.983  -1.5308e-15       20.724
89      -12.014       19.202       3.9939
90      -13.853       20.353       4.3412
91      -10.702      -15.401       11.415
92      -13.176      -20.798       4.3412
93      -12.468      -8.8907       18.851
94      -12.479      -21.663            0
95      -10.902       -15.92       14.111
96      -11.849       22.014            0
97      -8.5679       16.346       12.244
98      -8.5334       11.567       17.065
99      -9.0611       -21.14            0
100      -9.0039      -20.784       3.9939
101      -8.7419       21.274            0
102      -8.4849       21.001       3.9939
103      -9.5481       19.736       10.161
104      -7.9536       19.872       7.0917
105      -9.8802       22.551       4.3412
106      -7.4419       5.8951       20.652
107      -7.2043      -20.184         7.19
108      -9.3655      -22.769       4.3412
109       -8.834      -21.437       7.8464
110      -7.4213  -1.4083e-15        21.77
111      -8.8434      -23.384            0
112      -8.3786       23.554            0
113      -8.1508  -1.5308e-15       23.634
114      -5.6626      -13.581       16.983
115      -5.8951      -7.4419       20.652
116      -7.3914       7.7546       22.284
117      -5.6195      -22.303            0
118      -5.5783      -21.953       3.9939
119      -7.0678      -7.9288       22.273
120      -5.4267       22.351            0
121      -5.2656        22.03       3.9939
122      -6.0739      -14.542       18.672
123      -6.1456       23.841       4.3412
124      -5.8324      -23.919       4.3412
125      -3.5055       16.427       15.175
126      -3.4997      -18.893       12.003
127      -5.0974       16.299       17.544
128      -4.3909        23.22       2.4403
129      -3.3818       19.622       10.883
130      -5.5017      -24.387            0
131      -5.2242       24.448            0
132      -3.1523       21.508        7.077
133        -3.06      -21.345       7.5446
134      -4.4506       23.049       7.9359
135      -4.1482      -20.253       13.303
136      -2.5853      -22.854            0
137       -2.563      -22.505       3.9939
138      -2.5219       22.861            0
139      -2.4599       22.517       3.9939
140      -3.7634       21.156       12.079
141      -3.5429      -23.222       8.0347
142      -2.8034        24.46       4.3412
143      -2.6976      -24.472       4.3412
144      -2.5454       -24.87            0
145      -2.4541       24.879            0
146  -8.8376e-17       22.089       6.4107
147  -1.1843e-16       21.066       9.2321
148  -6.0897e-16       13.055       18.936
149  -6.0897e-16      -13.055       18.936
150  -8.8376e-17      -22.089       6.4107
151   -3.796e-16       16.801       15.708
152   -3.796e-16      -16.801       15.708
153            0          -23            0
154            0           23            0
155  -1.4083e-15  -1.4083e-15           23
156  -2.2179e-16      -19.378       12.389
157  -1.1843e-16      -21.066       9.2321
158  -9.5392e-16       7.4213        21.77
159  -2.2179e-16       19.378       12.389
160  -1.2275e-16      -22.912       2.0046
161  -6.1256e-17       22.912       2.0046
162  -2.4456e-16      -22.651       3.9939
163  -2.4456e-16       22.651       3.9939
164  -9.5392e-16      -7.4213        21.77
165  -1.0607e-15       18.025       17.323
166   -1.269e-15       13.983       20.724
167  -6.6582e-17       24.905       2.1789
168  -6.2708e-16      -22.806       10.241
169  -6.2708e-16       22.806       10.241
170  -2.6582e-16        24.62       4.3412
171  -1.0607e-15      -18.025       17.323
172  -1.4472e-15       8.1508       23.634
173  -8.3997e-16         20.9       13.718
