8 1000
100 198
1108 3426 78 36

Coordinates
1          -25  -1.5308e-15            0
2          -23  -1.4083e-15            0
3      -24.905  -1.5308e-15       2.1789
4      -24.872       2.5311            0
5      -24.872      -2.5311            0
6      -22.912  -1.4083e-15       2.0046
7      -22.866       2.4809            0
8      -22.866      -2.4809            0
9      -23.986       3.3423       1.8388
10       -24.62  -1.5308e-15       4.3412
11      -23.705      -3.5749       2.1646
12      -22.651  -1.4083e-15       3.9939
13      -24.492      -2.5109       4.3412
14      -24.492       2.5109       4.3412
15      -24.486       5.0421            0
16      -24.486      -5.0421            0
17      -22.516      -2.4613       3.9939
18      -22.516       2.4613       3.9939
19      -22.464       4.9383            0
20      -22.464      -4.9383            0
21      -24.108      -4.9955       4.3412
22      -24.108       4.9955       4.3412
23      -24.039  -1.5308e-15       6.8658
24      -22.116      -4.8935       3.9939
25      -22.116       4.8935       3.9939
26       -22.06  -1.4083e-15       6.5078
27      -23.846       7.5067            0
28      -23.846      -7.5067            0
29      -23.761        2.761       7.0122
30      -21.741      -2.7186       6.6557
31      -21.713       2.8181       6.6872
32      -21.796       7.3439            0
33      -21.796      -7.3439            0
34      -23.473      -3.0705       7.6192
35      -23.473      -7.4281       4.3412
36      -23.473       7.4281       4.3412
37      -21.453      -7.2677       3.9939
38      -21.453       7.2677       3.9939
39       -23.14       5.8033       6.8172
40      -21.115       5.7301       6.3487
41       -22.98      -6.1426       6.8895
42       -23.19  -1.5308e-15       9.3404
43      -20.962      -5.9937       6.5051
44      -21.182  -1.4083e-15        8.963
45      -22.957       9.8986            0
46      -22.957      -9.8986            0
47      -20.869       9.6685            0
48      -20.869      -9.6685            0
49      -22.521       3.4157       9.8301
50      -22.339       8.4769       6.3051
51      -20.464       -3.046       9.5069
52      -22.593      -9.7832       4.3412
53      -22.593       9.7832       4.3412
54      -20.319      -8.1329       5.9697
55       -22.18      -8.5056       6.6186
56      -20.285       8.3215       5.8498
57      -22.282      -2.4617       10.628
58      -20.536      -9.5558       3.9939
59      -20.536       9.5558       3.9939
60      -20.054       3.9147       9.8434
61      -22.076  -1.5308e-15       11.732
62      -21.586      -5.5222       10.313
63      -20.019  -1.4083e-15       11.324
64      -21.825       12.192            0
65      -21.825      -12.192            0
66      -21.302       10.568       6.2564
67       -19.43       10.287       5.4556
68      -19.692       11.883            0
69      -19.692      -11.883            0
70       -21.13       -10.83       6.2832
71      -21.477      -12.036       4.3412
72      -21.477       12.036       4.3412
73      -19.052      -10.573       5.8233
74      -19.376      -11.731       3.9939
75      -19.376       11.731       3.9939
76      -21.072       2.7804       12.764
77      -18.717      -7.2143       9.8785
78      -20.927      -2.5336       12.977
79      -18.903       2.8326       12.282
80       -20.31       8.8341       9.9198
81      -18.357       9.0468       8.7369
82      -18.801      -2.5498       12.546
83      -20.705  -1.5308e-15       14.011
84      -19.819      -9.5623       9.9863
85      -18.581  -1.4083e-15       13.555
86      -20.463       14.362            0
87      -20.463      -14.362            0
88      -19.816       12.888       6.2514
89      -17.899       12.577        5.418
90      -18.278       13.961            0
91      -18.278      -13.961            0
92      -20.138      -14.164       4.3412
93      -20.138       14.164       4.3412
94       -17.74      -12.769       5.4365
95      -19.365      -13.485       6.2601
96      -17.987      -13.767       3.9939
97      -17.987       13.767       3.9939
98      -19.363       2.5647       15.277
99      -19.231       -2.321        15.42
100      -17.221       2.9276        14.49
101      -17.481        9.472       11.637
102      -16.781       5.8976       13.591
103      -16.432      -11.588       8.9788
104      -17.025      -2.3371       14.921
105       -17.95       15.524       2.2261
106      -19.087  -1.5308e-15       16.146
107      -18.882       16.385            0
108      -18.882      -16.385            0
109      -16.881  -1.4083e-15       15.621
110      -16.346       14.723       5.0167
111      -18.588      -16.144       4.3412
112      -18.588       16.144       4.3412
113      -16.642       15.876            0
114      -16.642      -15.876            0
115      -16.214      -14.867       5.0162
116      -16.923      -16.171       1.4868
117      -16.384       -15.64       3.9939
118      -16.384        15.64       3.9939
119      -15.479       13.169         8.43
120      -17.436       7.2379       15.353
121      -17.052       14.305       8.8305
122      -17.876       2.5688       16.997
123      -17.746      -2.3103       17.115
124       -17.18      -6.4668       15.959
125      -15.597      -13.968       8.8738
126      -17.193       16.763       5.2651
127      -17.146      -16.974       5.0529
128      -15.294       3.0292       16.496
129      -14.875       -6.496       15.357
130      -15.199      -2.6886       16.691
131      -17.235  -1.5308e-15       18.109
132      -17.099       18.238            0
133      -17.099      -18.238            0
134      -14.938  -1.4083e-15       17.489
135      -15.264       16.683       5.8555
136      -16.845      -17.955       4.3412
137      -16.845       17.955       4.3412
138      -14.807       17.599            0
139      -14.807      -17.599            0
140      -13.853      -14.817       8.4758
141       -14.59      -17.325       3.9939
142       -14.59       17.325       3.9939
143      -13.705       17.116       5.2146
144      -13.539      -17.261       5.2071
145      -15.581       3.0771       19.018
146      -14.783      -16.789       8.5832
147      -15.446      -2.7377       19.134
148      -12.434       12.224       13.277
149      -13.139       3.1331       18.278
150      -13.126      -3.2917       18.242
151       -15.17  -1.5308e-15       19.872
152      -15.163       19.876            0
153      -15.163      -19.876            0
154      -12.196      -12.284       13.457
155      -14.951      -19.561       4.3412
156      -14.951       19.561       4.3412
157      -12.839       19.083            0
158      -12.839      -19.083            0
159      -12.778  -1.4083e-15       19.124
160      -11.895       16.856       7.9412
161      -12.662      -18.781       3.9939
162      -12.662       18.781       3.9939
163      -13.982       19.323       5.7158
164      -11.931       6.9093       17.694
165      -13.785      -19.492       5.6838
166      -11.705       18.635       5.2507
167      -12.929      -11.678       16.494
168      -13.669       2.9665       20.496
169      -12.772        18.17       9.0743
170      -13.131        7.669        19.15
171      -11.242      -18.882       5.3628
172      -13.208      -2.7992       20.778
173      -13.114       21.284            0
174      -13.114      -21.284            0
175      -12.942      -20.944       4.3412
176      -12.942       20.944       4.3412
177      -12.925  -1.5308e-15         21.4
178       -10.79       3.2234       19.804
